game,console,loose_val,complete_val,new_val,date(D/M/Y)
Mighty No. 9,wii-u,9.99,10.27,13.47,28/02/2024
ESPN Sports Connection,wii-u,7.45,7.99,26.11,28/02/2024
Pac-Man and the Ghostly Adventures,wii-u,8.17,10.43,20.97,28/02/2024
Skylanders Trap Team Dark Edition: Starter Pack,wii-u,37.25,59.91,115.00,28/02/2024
Disney Infinity: Toy Box Starter Pack 2.0,wii-u,13.21,15.50,22.00,28/02/2024
Sniper Elite V2,wii-u,15.99,17.49,57.30,28/02/2024
Transformers: Rise of the Dark Spark,wii-u,17.05,20.96,49.97,28/02/2024
Wii Fit Meter,wii-u,5.26,7.19,8.95,28/02/2024
Resident Evil Revelations,wii-u,16.42,17.30,32.99,28/02/2024
Wii U Console Deluxe: Super Mario Maker Edition,wii-u,211.44,250.00,960.00,28/02/2024
Amazing Spiderman 2,wii-u,15.63,19.72,39.38,28/02/2024
Angry Birds Star Wars,wii-u,8.90,10.23,14.28,28/02/2024
Call of Duty Ghosts,wii-u,13.46,14.33,20.10,28/02/2024
Disney Infinity: Marvel Super Heroes Starter Pak 2.0,wii-u,14.49,23.28,29.88,28/02/2024
Shantae Half-Genie Hero,wii-u,35.69,41.06,52.52,28/02/2024
Super Mario 3D World [Nintendo Selects],wii-u,12.33,12.49,25.11,28/02/2024
Angry Birds Trilogy,wii-u,20.72,22.90,35.61,28/02/2024
Wipeout 3,wii-u,8.02,9.07,25.95,28/02/2024
Super Smash Bros. [Controller Bundle],wii-u,112.55,134.56,246.51,28/02/2024
Transformers: Prime,wii-u,13.03,13.05,30.13,28/02/2024
Tumblestone,wii-u,20.59,23.55,33.00,28/02/2024
Sing Party,wii-u,6.55,7.00,11.36,28/02/2024
Disney Infinity [2.0 Edition],wii-u,5.40,6.61,7.99,28/02/2024
Mario &amp; Sonic at the Sochi 2014 Olympic Games [Controller Bundle],wii-u,106.60,109.99,199.84,28/02/2024
Mario Party 10 Peach [amiibo Bundle],wii-u,21.99,52.92,104.51,28/02/2024
Skylanders Trap Team: Starter Pack,wii-u,25.00,34.99,52.39,28/02/2024
Wheel of Fortune,wii-u,26.97,34.53,72.99,28/02/2024
Wii Fit U with Fit Meter,wii-u,11.49,17.29,25.00,28/02/2024
Donkey Kong Country: Tropical Freeze [Nintendo Selects],wii-u,8.13,13.38,23.73,28/02/2024
Minecraft: Story Mode Complete Adventure,wii-u,17.22,19.99,34.15,28/02/2024
Monster High: New Ghoul in School,wii-u,10.88,12.97,18.50,28/02/2024
The Smurfs 2,wii-u,15.00,17.00,57.04,28/02/2024
Kung Fu Panda Showdown of the Legendary Legends,wii-u,11.52,13.44,30.49,28/02/2024
Zumba Fitness World Party,wii-u,7.99,12.00,19.99,28/02/2024
The Voice: I Want You,wii-u,7.12,10.99,15.00,28/02/2024
Just Dance Kids 2014,wii-u,8.91,9.31,31.42,28/02/2024
Your Shape Fitness Evolved 2013,wii-u,3.99,5.65,8.00,28/02/2024
Ben 10: Omniverse 2,wii-u,20.35,34.76,50.00,28/02/2024
Wipeout: Create &amp; Crash,wii-u,13.30,14.99,47.72,28/02/2024
Amazing Spiderman 2 [Walmart Edition],wii-u,16.99,24.50,73.66,28/02/2024
Assassin's Creed III [Steelbook Edition],wii-u,31.67,46.09,65.00,28/02/2024
Assassin’s Creed IV: Black Flag [Gamestop Edition],wii-u,12.98,19.50,99.87,28/02/2024
Assassin’s Creed IV: Black Flag [Walmart Edition],wii-u,14.25,216.69,414.39,28/02/2024
Captain Toad: Treasure Tracker [amiibo Bundle],wii-u,18.75,28.49,46.00,28/02/2024
Darksiders II [Nordic Games],wii-u,17.39,20.00,28.00,28/02/2024
Guitar Hero Live [Game Only],wii-u,6.48,7.45,10.00,28/02/2024
Interactive Demo - December 2014,wii-u,N/A,N/A,N/A,28/02/2024
Interactive Demo - March 2016,wii-u,N/A,N/A,N/A,28/02/2024
Interactive Demo - November 2015,wii-u,N/A,N/A,N/A,28/02/2024
Interactive Demo - October 2016,wii-u,N/A,N/A,N/A,28/02/2024
Just Dance 2014 [Wii Remote Bundle],wii-u,47.29,55.99,78.00,28/02/2024
Just Dance 2015 [Nintendo Selects],wii-u,46.04,61.67,63.82,28/02/2024
Just Dance 2016: Gold Edition,wii-u,14.35,14.99,42.61,28/02/2024
Just Dance 2017 Gold Edition,wii-u,13.72,15.97,40.39,28/02/2024
LEGO City Undercover [Nintendo Selects],wii-u,6.97,9.95,17.73,28/02/2024
LEGO Jurassic World [Target Edition],wii-u,N/A,N/A,N/A,28/02/2024
LEGO Marvel Super Heroes [Walmart Edition],wii-u,291.40,344.23,481.92,28/02/2024
Mario Kart 8 Wheel [Link],wii-u,N/A,N/A,N/A,28/02/2024
Mario Kart 8 Wheel [Luigi],wii-u,14.98,17.55,25.00,28/02/2024
Mario Kart 8 Wheel [Mario],wii-u,13.12,24.99,35.00,28/02/2024
Mario Kart 8 Wheel [Peach],wii-u,N/A,N/A,N/A,28/02/2024
Mario Kart 8 Wii U Gamepad Protector,wii-u,N/A,N/A,N/A,28/02/2024
Mario Kart 8 [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
New Super Luigi U [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
New Super Mario Bros. U [Misprint],wii-u,N/A,N/A,N/A,28/02/2024
New Super Mario Bros. U [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
Nintendo Land [Nintendo Selects],wii-u,12.16,14.63,38.32,28/02/2024
Nintendo Wii Amiibo Kiosk,wii-u,N/A,N/A,N/A,28/02/2024
Nyko Pro Commander Controller,wii-u,N/A,N/A,N/A,28/02/2024
Pac-Man and the Ghostly Adventures [Glow in the dark Poster],wii-u,N/A,N/A,N/A,28/02/2024
Pikmin 3 [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
Pokken Tournament Pro Pad,wii-u,13.92,18.50,30.00,28/02/2024
Racing Wheel [Mario Kart 8],wii-u,N/A,N/A,N/A,28/02/2024
Rayman Legends [Gamestop Edition],wii-u,24.33,27.99,39.00,28/02/2024
Scribblenauts Unmasked: A DC Comics Adventure [DVD Bundle],wii-u,11.02,15.60,22.00,28/02/2024
Sing Party [Microphone Bundle],wii-u,10.19,15.48,16.50,28/02/2024
Skylanders Giants,wii-u,11.76,12.87,32.00,28/02/2024
Skylanders SuperChargers,wii-u,7.53,8.66,63.24,28/02/2024
Skylanders Swap Force [Dark Edition],wii-u,132.95,149.50,231.04,28/02/2024
Skylanders Swap Force [Game Only],wii-u,7.07,8.13,12.02,28/02/2024
Skylanders Trap Team,wii-u,7.88,9.08,55.00,28/02/2024
Sonic &amp; All Stars Racing Transformed [Bonus Edition],wii-u,12.42,13.00,26.10,28/02/2024
Sonic &amp; All-Stars Racing Transformed [Nintendo Selects],wii-u,8.12,11.07,32.99,28/02/2024
Splatoon [Prima],wii-u,N/A,N/A,N/A,28/02/2024
Splinter Cell: Blacklist [Gamestop Edition],wii-u,34.20,39.33,55.00,28/02/2024
Splinter Cell: Blacklist [Special Edition],wii-u,18.02,20.53,26.51,28/02/2024
Super Mario 3D World [Family Game Of The Year],wii-u,10.48,14.99,15.00,28/02/2024
Super Mario 3D World [Not For Resale],wii-u,9.99,13.24,39.50,28/02/2024
Super Mario 3D World [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
The Smurfs 2 Les Schtroumpfs,wii-u,6.99,19.95,70.00,28/02/2024
The Voice: I Want You [Microphone Bundle],wii-u,31.76,38.57,54.00,28/02/2024
Wheel Of Fortune [Nordic Games],wii-u,33.43,38.45,54.00,28/02/2024
Wii Remote Plus Pink,wii-u,28.14,29.00,44.99,28/02/2024
Wii Remote Rapid Charging Set,wii-u,N/A,N/A,N/A,28/02/2024
Wii U Console Deluxe: Skylanders Swap Force Edition,wii-u,N/A,N/A,N/A,28/02/2024
Wii U Console Deluxe: Splatoon Edition,wii-u,146.94,249.99,350.00,28/02/2024
Wii U Console White 32GB,wii-u,149.85,172.33,254.75,28/02/2024
Wii U Fit Meter [Black],wii-u,6.99,7.05,8.48,28/02/2024
Wii U GamePad Accessory Set,wii-u,15.88,19.28,26.99,28/02/2024
Wii U Gamepad White,wii-u,63.00,72.45,107.10,28/02/2024
Wii U Kiosk,wii-u,N/A,N/A,N/A,28/02/2024
Wii U Lens Cleaning Kit,wii-u,N/A,N/A,N/A,28/02/2024
Wii U Microphone,wii-u,12.95,13.47,20.68,28/02/2024
Wii U Party [Controller Bundle],wii-u,82.54,91.74,145.04,28/02/2024
Wii U Remote Plus [Blue],wii-u,35.71,43.36,60.71,28/02/2024
Wired Fight Pad Luigi,wii-u,20.99,24.14,35.68,28/02/2024
Wired Fight Pad [Donkey Kong],wii-u,24.49,28.16,41.63,28/02/2024
Wired Fight Pad [Link],wii-u,13.63,15.67,22.34,28/02/2024
Wired Fight Pad [Mario],wii-u,15.83,20.00,28.00,28/02/2024
Wired Fight Pad [Samus],wii-u,N/A,N/A,N/A,28/02/2024
Wonderful 101 [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
Yoshi's Woolly World [Blue Yarn Yoshi Bundle],wii-u,36.12,58.54,112.50,28/02/2024
Yoshi's Woolly World [Pink Yarn Yoshi Bundle],wii-u,34.99,49.36,83.71,28/02/2024
Zelda Wii U Gamepad,wii-u,11.21,N/A,12.99,28/02/2024
Zelda Wind Waker HD [Refurbished],wii-u,N/A,N/A,N/A,28/02/2024
Gaming Essentials,wii-u,17.64,21.42,29.99,28/02/2024
Wii U Ultra Sensor Bar,wii-u,18.34,19.99,35.00,28/02/2024
Wired Fight Pad [Princess Peach],wii-u,39.99,N/A,50.94,28/02/2024
Wired Fight Pad [Yoshi],wii-u,12.09,N/A,52.19,28/02/2024
Interactive Demo - August 2015,wii-u,N/A,N/A,N/A,28/02/2024
Silicone Sleeve,wii-u,28.99,33.34,49.28,28/02/2024
Silicone Jacket [Blue],wii-u,N/A,N/A,N/A,28/02/2024
Silicone Jacket [Pink],wii-u,N/A,N/A,N/A,28/02/2024
Silicone Jacket [Black],wii-u,N/A,N/A,N/A,28/02/2024
Afterglow Pro Controller [Blue],wii-u,46.79,N/A,N/A,28/02/2024
Psyclone Wireless Sensor Bar,wii-u,N/A,N/A,N/A,28/02/2024
Wii U Nunchuk [Black],wii-u,5.00,11.51,14.99,28/02/2024
Wii U Nunchuk [White],wii-u,5.00,9.54,16.48,28/02/2024
Tekken Tag Tournament 2 Wii U Edition Arcade Fightstick Tournament Edition,wii-u,N/A,N/A,N/A,28/02/2024
HORI Battle Pad [Mario],wii-u,24.89,28.62,42.31,28/02/2024
HORI Battle Pad [Luigi],wii-u,79.98,N/A,N/A,28/02/2024
Hori Pokemon Battle Pad,wii-u,N/A,N/A,N/A,28/02/2024
HORI Battle Pad [Gold Zelda],wii-u,34.99,40.56,57.22,28/02/2024
Hori Pokken Tournament Pro Pad [Pikachu],wii-u,23.52,28.56,39.99,28/02/2024
Wii U AC Adapter,wii-u,16.79,18.13,23.75,28/02/2024
Wii U HDMI Cable,wii-u,8.00,9.20,13.60,28/02/2024
Wii U Gamepad AC Adapter,wii-u,16.63,19.77,29.22,28/02/2024
Black Nintendo Wii U Gamepad Charging Dock,wii-u,N/A,N/A,N/A,28/02/2024
Wii U GamePad Stand &amp; Cradle Set,wii-u,7.88,15.50,20.06,28/02/2024
Wii U Pro Controller USB Charging Cable,wii-u,8.99,11.25,16.00,28/02/2024
Skylanders Imaginators [Portal Owners Pack],wii-u,12.13,13.04,24.72,28/02/2024
Virtual Boy System,virtual-boy,351.17,495.76,342.10,28/02/2024
Nester's Funky Bowling,virtual-boy,78.34,180.00,321.00,28/02/2024
Teleroboxer,virtual-boy,25.00,50.00,114.87,28/02/2024
Jack Bros.,virtual-boy,740.05,806.97,614.00,28/02/2024
Galactic Pinball,virtual-boy,26.74,61.01,121.10,28/02/2024
Panic Bomber,virtual-boy,46.24,99.97,189.19,28/02/2024
Vertical Force,virtual-boy,44.98,78.97,79.99,28/02/2024
Hyper Fighting [Homebrew],virtual-boy,179.95,294.00,348.37,28/02/2024
Golf,virtual-boy,36.61,78.95,141.42,28/02/2024
Wario Land,virtual-boy,55.70,155.00,325.00,28/02/2024
Virtual League Baseball,virtual-boy,23.99,46.00,57.31,28/02/2024
Bound High,virtual-boy,133.82,203.88,408.00,28/02/2024
Mario's Tennis,virtual-boy,15.00,320.86,642.00,28/02/2024
Nintendo Virtual Boy AC Adapter,virtual-boy,100.26,145.98,300.00,28/02/2024
Waterworld,virtual-boy,185.77,462.91,507.02,28/02/2024
3D Tetris,virtual-boy,109.95,269.94,312.64,28/02/2024
Mario Clash,virtual-boy,46.61,126.91,332.77,28/02/2024
Red Alarm,virtual-boy,23.99,54.17,135.90,28/02/2024
BLOX [Homebrew],virtual-boy,N/A,199.99,N/A,28/02/2024
Faceball Remastered,virtual-boy,102.03,224.47,449.00,28/02/2024
Fishbone [Homebrew],virtual-boy,N/A,250.00,N/A,28/02/2024
Flashboy+,virtual-boy,77.00,169.40,346.50,28/02/2024
Insecticide [Homebrew],virtual-boy,50.00,249.97,N/A,28/02/2024
Red Alarm [Not for Resale],virtual-boy,288.12,N/A,N/A,28/02/2024
SD Gundam Dimension Wars [Homebrew],virtual-boy,65.00,395.92,164.96,28/02/2024
Space Invaders [Homebrew],virtual-boy,N/A,370.96,N/A,28/02/2024
Virtual Fishing [Homebrew],virtual-boy,N/A,199.99,N/A,28/02/2024
Virtual Lab [Homebrew],virtual-boy,199.99,230.00,319.95,28/02/2024
Virtual WarZone [Homebrew],virtual-boy,26.00,391.91,N/A,28/02/2024
Wario Land [Not For Resale],virtual-boy,296.11,N/A,N/A,28/02/2024
HyperFlash32 eInk Flash Cartridge,virtual-boy,400.00,491.91,984.00,28/02/2024
Pokemon Red,gameboy,64.92,315.00,000.00,28/02/2024
Pokemon Yellow,gameboy,54.99,286.02,547.22,28/02/2024
Pokemon Blue,gameboy,50.50,229.36,793.25,28/02/2024
Original Gameboy System,gameboy,59.39,230.10,903.75,28/02/2024
Super Mario Land,gameboy,18.32,40.99,548.00,28/02/2024
Zelda Link's Awakening,gameboy,31.19,203.67,322.50,28/02/2024
Tetris,gameboy,14.99,24.00,800.00,28/02/2024
Super Mario Land 2,gameboy,18.31,70.10,961.27,28/02/2024
Knight's Quest,gameboy,130.00,474.47,600.00,28/02/2024
Bugs Bunny Crazy Castle 2,gameboy,6.02,39.13,90.00,28/02/2024
Gameboy Original Yellow,gameboy,59.70,222.50,262.00,28/02/2024
Metroid 2 Return of Samus,gameboy,30.00,201.35,199.97,28/02/2024
Avenging Spirit,gameboy,139.97,000.00,300.00,28/02/2024
Original Gameboy Red,gameboy,40.94,155.57,372.55,28/02/2024
Kirby's Dream Land,gameboy,19.99,121.08,814.42,28/02/2024
Snow Brothers,gameboy,83.07,586.10,348.00,28/02/2024
Teenage Mutant Ninja Turtles Fall of the Foot Clan,gameboy,11.40,110.81,434.06,28/02/2024
The Simpsons Bart and the Beanstalk,gameboy,37.37,445.22,024.00,28/02/2024
Wario Land Super Mario Land 3,gameboy,24.13,101.47,887.82,28/02/2024
Donkey Kong,gameboy,25.00,80.00,393.86,28/02/2024
Jimmy Connors Tennis,gameboy,92.70,485.09,116.00,28/02/2024
Analogue Pocket Dock,gameboy,249.99,350.00,219.79,28/02/2024
007 James Bond,gameboy,12.09,52.82,525.00,28/02/2024
Kirby's Star Stacker,gameboy,21.13,295.00,710.99,28/02/2024
Shaq Fu,gameboy,129.48,345.22,794.00,28/02/2024
Bugs Bunny Crazy Castle,gameboy,7.18,22.31,209.27,28/02/2024
Mega Man 5,gameboy,171.29,429.20,287.00,28/02/2024
Mortal Kombat II,gameboy,15.99,69.00,239.50,28/02/2024
Final Fantasy Adventure,gameboy,45.00,136.62,744.68,28/02/2024
Tennis,gameboy,8.00,40.52,153.72,28/02/2024
Super R.C. Pro-Am,gameboy,6.62,29.90,102.50,28/02/2024
Captain America and the Avengers,gameboy,110.48,475.00,093.00,28/02/2024
Zelda Link's Awakening [Player's Choice],gameboy,30.00,127.83,294.00,28/02/2024
Pyramids of Ra,gameboy,13.11,33.92,107.48,28/02/2024
Adventure Island,gameboy,16.49,97.15,365.07,28/02/2024
Gameboy Rechargeable Battery Pack/AC Adapter,gameboy,16.04,37.19,86.00,28/02/2024
The Simpsons Bart vs the Juggernauts,gameboy,12.45,44.98,103.00,28/02/2024
Castlevania Adventure,gameboy,15.00,161.74,605.10,28/02/2024
Gameshark,gameboy,28.62,98.90,227.00,28/02/2024
Boomer's Adventure in Asmik World,gameboy,8.32,57.35,132.00,28/02/2024
Revenge of the Gator,gameboy,10.00,30.75,134.45,28/02/2024
The Punisher,gameboy,23.76,143.48,330.00,28/02/2024
Final Fantasy Legend III [Sunsoft],gameboy,17.91,71.00,163.00,28/02/2024
Gameboy Light [Yellow],gameboy,202.34,555.02,277.00,28/02/2024
Original Gameboy Green,gameboy,56.23,213.75,511.88,28/02/2024
Super Star Wars Return of the Jedi,gameboy,13.85,44.99,375.00,28/02/2024
Terminator 2 Judgment Day,gameboy,8.39,66.96,154.00,28/02/2024
Adventure Island II,gameboy,28.99,204.99,427.25,28/02/2024
Looney Tunes,gameboy,9.96,35.19,129.99,28/02/2024
Earthworm Jim,gameboy,18.31,100.05,421.57,28/02/2024
Gameboy Camera [Red],gameboy,41.23,71.31,182.83,28/02/2024
Tiny Toon Adventures Babs' Big Break,gameboy,7.99,47.50,200.01,28/02/2024
Mickey's Dangerous Chase,gameboy,7.95,47.44,98.03,28/02/2024
Rolan's Curse,gameboy,38.00,287.96,662.00,28/02/2024
Dr. Mario,gameboy,10.00,32.91,230.20,28/02/2024
Yellow Game Boy Pocket,gameboy,35.00,196.94,600.00,28/02/2024
Donkey Kong Land,gameboy,13.89,49.75,114.00,28/02/2024
Light Boy,gameboy,23.01,43.50,100.00,28/02/2024
Gameboy [Zelda DX Bundle],gameboy,N/A,N/A,N/A,28/02/2024
Ren &amp; Stimpy Space Cadet Adventures,gameboy,7.95,45.99,296.40,28/02/2024
Batman Forever,gameboy,11.44,99.99,280.00,28/02/2024
Legend of the River King,gameboy,56.04,127.50,293.00,28/02/2024
Kid Dracula,gameboy,186.85,275.00,233.00,28/02/2024
Mystical Ninja Starring Goemon,gameboy,50.32,488.16,123.00,28/02/2024
Kirby's Dream Land 2,gameboy,34.16,229.23,804.69,28/02/2024
Frogger,gameboy,7.70,21.88,147.49,28/02/2024
Sword of Hope,gameboy,48.62,148.71,342.00,28/02/2024
Super Mario Land 2 [Player's Choice],gameboy,19.72,74.97,774.50,28/02/2024
Cool Ball,gameboy,88.79,358.50,824.56,28/02/2024
Ghostbusters II,gameboy,41.23,174.93,402.00,28/02/2024
Star Wars The Empire Strikes Back,gameboy,12.50,55.01,127.00,28/02/2024
Wave Race,gameboy,9.61,39.31,152.05,28/02/2024
Blaster Master Boy,gameboy,86.15,562.50,294.00,28/02/2024
Metroid 2 Return of Samus [Player's Choice],gameboy,34.99,159.95,708.22,28/02/2024
Mortal Kombat and Mortal Kombat II,gameboy,27.21,329.57,758.00,28/02/2024
Castlevania Legends,gameboy,165.97,771.35,497.25,28/02/2024
Spud's Adventure,gameboy,599.99,350.00,405.00,28/02/2024
Tetris Attack,gameboy,7.19,39.93,246.55,28/02/2024
Mortal Kombat 3,gameboy,14.79,68.10,222.34,28/02/2024
Mighty Morphin Power Rangers,gameboy,13.93,80.00,143.52,28/02/2024
Toy Story,gameboy,4.50,38.03,150.44,28/02/2024
Mega Man 2,gameboy,22.51,150.88,765.00,28/02/2024
RoboCop,gameboy,17.30,92.44,213.00,28/02/2024
Analogue Pocket Game Gear Adapter,gameboy,224.86,226.20,317.50,28/02/2024
Beetlejuice,gameboy,47.86,253.45,583.00,28/02/2024
Battletoads in Ragnarok's World,gameboy,22.10,200.00,460.00,28/02/2024
R-Type,gameboy,19.99,70.00,161.00,28/02/2024
NIV Bible and Lost Levels of Joshua,gameboy,233.37,579.48,625.01,28/02/2024
Wario Land II,gameboy,28.37,102.31,235.27,28/02/2024
Solar Striker,gameboy,10.41,53.73,152.40,28/02/2024
Mega Man: Dr Wily's Revenge,gameboy,16.98,92.96,576.92,28/02/2024
Castlevania II Belmont's Revenge,gameboy,62.70,267.00,650.39,28/02/2024
Catrap,gameboy,38.08,100.00,230.00,28/02/2024
Deadeus,gameboy,49.99,117.15,153.11,28/02/2024
Amazing Tater,gameboy,464.55,412.98,150.00,28/02/2024
Blue Game Boy Pocket,gameboy,34.24,68.71,158.00,28/02/2024
Donkey Kong Land 2,gameboy,14.97,73.11,526.25,28/02/2024
Operation C,gameboy,28.00,160.01,368.00,28/02/2024
Ninja Taro,gameboy,74.99,568.02,662.19,28/02/2024
Kirby's Pinball Land,gameboy,12.32,65.00,175.00,28/02/2024
Mega Man 4,gameboy,125.00,765.00,760.00,28/02/2024
Final Fantasy Legend 2,gameboy,26.38,129.99,515.19,28/02/2024
Bonk's Revenge,gameboy,60.00,299.99,690.00,28/02/2024
The Jetsons Robot Panic,gameboy,35.05,499.91,150.00,28/02/2024
Toxic Crusaders,gameboy,361.04,825.27,198.00,28/02/2024
Gargoyle's Quest,gameboy,36.90,198.22,246.25,28/02/2024
Kid Icarus Of Myths and Monsters,gameboy,20.71,189.53,586.80,28/02/2024
Skate or Die Bad n Rad,gameboy,9.73,76.62,176.00,28/02/2024
Final Fantasy Legend,gameboy,23.35,105.75,235.15,28/02/2024
Donkey Kong Land III,gameboy,15.27,70.30,189.95,28/02/2024
Cool World,gameboy,82.57,326.09,750.00,28/02/2024
Atomic Punk,gameboy,24.86,279.12,642.00,28/02/2024
Gameboy Light,gameboy,81.35,400.00,105.26,28/02/2024
Battletoads,gameboy,18.48,132.75,305.00,28/02/2024
Alleyway,gameboy,6.90,53.24,358.39,28/02/2024
Ninja Boy,gameboy,21.97,175.22,403.00,28/02/2024
Donkey Kong Land 2 [Not for Resale],gameboy,94.27,N/A,N/A,28/02/2024
Final Fantasy Legend 3,gameboy,24.17,132.46,489.91,28/02/2024
Game Boy Printer,gameboy,52.66,122.01,145.01,28/02/2024
2 In 1: Flying Warriors / Fighting Simulator,gameboy,9.71,26.02,32.22,28/02/2024
Mr. Do!,gameboy,32.82,298.76,988.72,28/02/2024
Dick Tracy,gameboy,92.50,275.00,633.00,28/02/2024
Mortal Kombat,gameboy,14.93,51.69,300.00,28/02/2024
Super Black Bass,gameboy,34.99,160.00,368.00,28/02/2024
Sword of Hope II,gameboy,148.04,567.83,306.00,28/02/2024
Itchy and Scratchy Miniature Golf Madness,gameboy,60.00,308.21,699.00,28/02/2024
Tail Gator,gameboy,66.23,534.33,229.00,28/02/2024
Duck Tales 2,gameboy,27.55,185.94,305.99,28/02/2024
Black Game Boy Pocket,gameboy,43.66,134.97,81.99,28/02/2024
Teenage Mutant Ninja Turtles III Radical Rescue,gameboy,75.78,779.13,792.00,28/02/2024
Silver Game Boy Pocket,gameboy,33.16,151.93,409.23,28/02/2024
Star Wars,gameboy,11.23,53.00,31.93,28/02/2024
Duck Tales,gameboy,17.87,117.47,270.00,28/02/2024
Robocop vs The Terminator,gameboy,29.99,299.99,690.00,28/02/2024
Swamp Thing,gameboy,43.64,340.00,782.00,28/02/2024
Gremlins 2,gameboy,15.00,69.32,159.00,28/02/2024
Star Wars [Classic Edition],gameboy,36.57,40.00,55.00,28/02/2024
Dragon's Lair: The Legend,gameboy,15.21,46.52,349.99,28/02/2024
F1 Race,gameboy,4.96,24.99,59.99,28/02/2024
Teenage Mutant Ninja Turtles II Back from the Sewers,gameboy,15.23,163.74,535.00,28/02/2024
Beavis and Butthead,gameboy,49.72,200.00,384.36,28/02/2024
Penguin Wars,gameboy,10.97,79.33,107.75,28/02/2024
Gameboy System [Clear Play It Loud],gameboy,73.77,280.33,671.31,28/02/2024
Pac-Man,gameboy,7.48,20.00,195.94,28/02/2024
Hyper Lode Runner,gameboy,8.25,68.54,200.00,28/02/2024
Paperboy,gameboy,10.25,35.00,140.01,28/02/2024
Battle Arena Toshinden,gameboy,16.48,119.69,150.28,28/02/2024
Gameboy Camera [Gold],gameboy,136.11,317.22,338.60,28/02/2024
Mega Man 3,gameboy,47.25,327.85,754.00,28/02/2024
Ninja Gaiden Shadow,gameboy,60.70,310.00,713.00,28/02/2024
Battle Unit Zeoth,gameboy,19.53,144.93,333.00,28/02/2024
Spiderman 3,gameboy,18.91,280.00,644.00,28/02/2024
Street Fighter II,gameboy,25.09,115.00,402.00,28/02/2024
Maru's Mission,gameboy,17.66,144.35,332.00,28/02/2024
Batman: Return of the Joker,gameboy,24.08,189.36,370.85,28/02/2024
Gameboy Camera,gameboy,41.50,88.74,125.00,28/02/2024
WWF Superstars,gameboy,9.86,61.82,226.64,28/02/2024
Bubble Bobble Part 2,gameboy,39.97,249.00,573.00,28/02/2024
NHL Hockey 95,gameboy,13.01,99.99,230.00,28/02/2024
Double Dragon III The Arcade Game,gameboy,18.72,154.99,912.50,28/02/2024
Home Alone,gameboy,8.45,41.62,109.99,28/02/2024
Rampart,gameboy,18.29,138.35,243.57,28/02/2024
Who Framed Roger Rabbit,gameboy,15.00,180.62,338.33,28/02/2024
Blades of Steel,gameboy,9.86,33.89,104.98,28/02/2024
Centipede,gameboy,8.69,20.50,27.51,28/02/2024
Burgertime Deluxe,gameboy,22.49,105.56,243.00,28/02/2024
Cool Spot,gameboy,16.40,400.00,920.00,28/02/2024
Kung Fu Master,gameboy,30.20,271.04,424.99,28/02/2024
Alien vs Predator,gameboy,20.99,115.62,490.35,28/02/2024
Fish Dude,gameboy,100.00,845.22,944.00,28/02/2024
Clear Game Boy Pocket,gameboy,50.80,199.78,250.00,28/02/2024
Elevator Action,gameboy,17.99,60.91,140.00,28/02/2024
Faceball 2000,gameboy,16.13,62.10,143.69,28/02/2024
Tetris Plus,gameboy,13.59,29.25,104.82,28/02/2024
Yoshi,gameboy,7.65,47.48,198.08,28/02/2024
Boxxle,gameboy,9.49,37.71,152.40,28/02/2024
Singer Sewing Machine Operation Software,gameboy,111.59,452.09,082.63,28/02/2024
The Lion King,gameboy,7.79,39.99,150.00,28/02/2024
Wario Blast,gameboy,15.00,127.50,197.82,28/02/2024
Zool Ninja of the Nth Dimension,gameboy,42.47,629.98,449.00,28/02/2024
Little Mermaid,gameboy,8.98,71.95,169.99,28/02/2024
Zen Intergalactic Ninja,gameboy,37.01,265.51,611.00,28/02/2024
Monopoly,gameboy,9.78,20.52,61.09,28/02/2024
Tumble Pop,gameboy,59.95,324.55,746.00,28/02/2024
Felix the Cat,gameboy,93.05,471.09,084.00,28/02/2024
Quarth,gameboy,9.82,17.70,102.50,28/02/2024
Batman the Video Game,gameboy,21.37,84.36,025.00,28/02/2024
